Date,Open,High,Low,Close,Volume,feature1,feature2,feature3,feature4,feature5
2015-02-03,26.370922289105483,26.744635319769706,26.215167080698766,26.538124084472656,47062000,0.23293519020080566,0.11138460785150528,0.10179659724235535,0.20884187519550323,0.34504175186157227
2015-02-04,26.530160678669176,26.709801856826733,26.12658971226051,26.17983627319336,33896000,0.018151529133319855,0.021436193957924843,0.05329832434654236,0.253461629152298,0.6536523103713989
2015-02-05,26.27090071623641,26.40824457533613,26.156945480643547,26.365449905395508,33176000,0.17347702383995056,0.1416226029396057,0.12890960276126862,0.2124689221382141,0.3435218930244446
2015-02-06,26.42416950169611,26.88247718732361,26.306730933478583,26.566986083984375,42938000,0.01647040620446205,0.017371762543916702,0.05879552662372589,0.31992393732070923,0.5874384045600891
2015-02-09,26.42665285843166,26.56698268490693,26.251988969440887,26.338077545166016,30314000,0.1266869157552719,0.10459623485803604,0.10943744331598282,0.2311510443687439,0.4281283915042877
2015-02-10,26.4808962116572,26.92128987195623,26.332605016732696,26.87948989868164,47430000,0.314908504486084,0.1786344051361084,0.10380785167217255,0.14169712364673615,0.26095205545425415
2015-02-11,26.85809175378977,26.968563650758913,26.672478617394773,26.772003173828125,38306000,0.1541561335325241,0.0816996768116951,0.08176017552614212,0.21931175887584686,0.4630722999572754
2015-02-12,26.85460865670679,27.28654360287512,26.722242077513073,27.17059898376465,48590000,0.04224404692649841,0.0322912372648716,0.06277337670326233,0.23688317835330963,0.6258081793785095
2015-02-13,27.24524169653322,27.495546088132038,27.199958391930654,27.4268741607666,47382000,0.5538296103477478,0.255292683839798,0.09538218379020691,0.04925653338432312,0.046238962560892105
2015-02-17,27.42687394509929,27.518435248684497,27.03375298053748,27.12083625793457,39174000,0.02325938083231449,0.030000759288668633,0.07017586380243301,0.32099011540412903,0.5555739402770996
2015-02-18,27.061618919926634,27.247232056508214,26.849135728647646,27.00339698791504,31164000,0.15960793197155,0.08586098998785019,0.09096932411193848,0.23942981660366058,0.42413195967674255
2015-02-19,26.994442812572046,27.2128979859822,26.90885157410618,27.192495346069336,30834000,0.018376166000962257,0.021170899271965027,0.07365386933088303,0.3275996744632721,0.5591993927955627
2015-02-20,27.24872598264451,27.24872598264451,26.776982323546072,26.961101531982422,38234000,0.12398252636194229,0.10297050327062607,0.10583865642547607,0.24265150725841522,0.42455682158470154
2015-02-23,26.82176793528673,26.83669595521,26.473432916983043,26.622718811035156,32906000,0.01899046078324318,0.018025973811745644,0.0456010140478611,0.23698671162128448,0.6803958415985107
2015-02-24,26.451037627021698,26.841669947178787,26.423668326389357,26.804349899291992,28406000,0.04805004969239235,0.03357692435383797,0.054887980222702026,0.2505591809749603,0.6129258871078491
2015-02-25,26.79389932759879,27.347750846245294,26.772500096126645,27.236284255981445,40836000,0.07076676189899445,0.07585202157497406,0.12731847167015076,0.28913748264312744,0.4369252324104309
2015-02-26,27.1571657357686,27.87324185584924,27.12481915988902,27.83144187927246,54032000,0.1787700057029724,0.14547348022460938,0.13632580637931824,0.2061074674129486,0.33332324028015137
2015-02-27,27.774709338983882,28.33552943453355,27.718976042188498,27.997644424438477,68328000,0.02563481405377388,0.02856013923883438,0.07050473988056183,0.3098069131374359,0.5654933452606201
2015-03-02,28.21510385652082,28.662464155382814,28.02351875753392,28.614194869995117,50406000,0.043262358754873276,0.032031670212745667,0.07105136662721634,0.26389646530151367,0.5897581577301025
2015-03-03,28.680380538414607,28.904310329332265,28.389272759358224,28.801801681518555,50526000,0.010563984513282776,0.01247636042535305,0.0426374152302742,0.2780199348926544,0.6563023328781128
2015-03-04,28.711230548088874,28.943121675363713,28.489789413492826,28.778907775878906,37964000,0.018151529133319855,0.021436193957924843,0.05329832434654236,0.253461629152298,0.6536523103713989
2015-03-05,28.843104867625108,29.021252110414373,28.773935589622027,28.93317413330078,35918000,0.031858205795288086,0.030819009989500046,0.07652545720338821,0.31519705057144165,0.5456002950668335
2015-03-06,28.961536259715043,29.000350248845674,28.466901351818667,28.50870132446289,37592000,0.01007099635899067,0.012439780868589878,0.048700544983148575,0.2992081046104431,0.629580557346344
2015-03-09,28.410170853190046,28.635592671771906,28.31711561181354,28.56841468811035,23478000,0.08450130373239517,0.05971723422408104,0.08837336301803589,0.25533610582351685,0.512071967124939
2015-03-10,28.2887526549746,28.352449208268478,27.857812394533042,27.85930633544922,40080000,0.336883008480072,0.2708054184913635,0.20911867916584015,0.1257297247648239,0.05746320262551308
2015-03-11,27.856817908031292,28.07477572675918,27.63836274175198,27.65229606628418,40524000,0.5538296103477478,0.255292683839798,0.09538218379020691,0.04925653338432312,0.046238962560892105
2015-03-12,27.791131087902876,27.958330977018086,27.64433383739133,27.924991607666016,35602000,0.08450130373239517,0.05971723422408104,0.08837336301803589,0.25533610582351685,0.512071967124939
2015-03-13,27.828454811021235,28.08373458536222,27.38557249698237,27.518436431884766,35428000,0.01446439791470766,0.016139214858412743,0.05464561656117439,0.284930557012558,0.6298202276229858
2015-03-16,27.714001642034326,28.05337870666932,27.434835902438525,27.948381423950195,36856000,0.14944718778133392,0.13169386982917786,0.13105322420597076,0.22127056121826172,0.36653515696525574
2015-03-17,27.781675690766093,27.8986169025315,27.58860044257001,27.747838973999023,28892000,0.13386961817741394,0.08151617646217346,0.08502551913261414,0.21400311589241028,0.48558560013771057
2015-03-18,27.75380993750507,28.19072216709017,27.543316129195297,28.17330551147461,35324000,0.018151529133319855,0.021436193957924843,0.05329832434654236,0.253461629152298,0.6536523103713989
2015-03-19,28.091695744457645,28.21311498962998,27.9722677878144,28.04939842224121,24660000,0.12592662870883942,0.10493936389684677,0.11281109601259232,0.24485589563846588,0.4114669859409332
2015-03-20,28.200674946802053,28.220080992709757,28.089705697885634,28.11309242248535,44320000,0.02232699654996395,0.026858801022171974,0.06068967655301094,0.265676885843277,0.6244475841522217
2015-03-23,28.16534312988457,28.346478252180443,28.019043218173906,28.13399314880371,30234000,0.010922103188931942,0.014391535893082619,0.06692046672105789,0.36556652188301086,0.5421993732452393
2015-03-24,28.29173964356686,28.955565764209183,28.269345715213362,28.739599227905273,79156000,0.22923344373703003,0.11375076323747635,0.06789196282625198,0.15302662551403046,0.4360971748828888
2015-03-25,28.741089946643296,28.865495170087335,28.215105056762695,28.215105056762695,53070000,0.2403625100851059,0.07702577114105225,0.08370116353034973,0.23083029687404633,0.3680802583694458
2015-03-26,28.098165547194,28.224562066747044,27.78267444329377,28.04790496826172,49842000,0.020336121320724487,0.022138990461826324,0.05447954684495926,0.2673499286174774,0.6356954574584961
2015-03-27,27.957834520126514,28.06930301469404,27.714001340732448,27.744853973388672,34552000,0.5538296103477478,0.255292683839798,0.09538218379020691,0.04925653338432312,0.046238962560892105
2015-03-30,27.879211442956784,27.974256077312862,27.707034278935833,27.923498153686523,24788000,0.11889544874429703,0.09805598855018616,0.09785681962966919,0.22661466896533966,0.45857706665992737
2015-03-31,27.764259080270907,27.988686206197436,27.601537217569934,27.603031158447266,34932000,0.06464431434869766,0.0614398755133152,0.08818021416664124,0.25470805168151855,0.531027615070343
2015-04-01,27.609500733935363,27.792125991118475,27.171593818526762,27.34377098083496,38902000,0.06464431434869766,0.0614398755133152,0.08818021416664124,0.25470805168151855,0.531027615070343
2015-04-02,27.24026319101297,27.269621879273945,26.893420262938218,26.93671417236328,47760000,0.042105089873075485,0.0560833141207695,0.14127133786678314,0.33167916536331177,0.4288610517978668
2015-04-06,26.813803467096285,27.147210450401598,26.657550917708573,27.06808853149414,33718000,0.1954738348722458,0.09685808420181274,0.06658113747835159,0.2099008709192276,0.4311860501766205
2015-04-07,27.11984211751234,27.377111276323426,27.050175494169807,27.113372802734375,27318000,0.0427829846739769,0.056472647935152054,0.0935896635055542,0.3019374907016754,0.5052171945571899
2015-04-08,27.17009972575731,27.44379273277843,27.17009972575731,27.311424255371094,28386000,0.019726816564798355,0.019889235496520996,0.06869720667600632,0.3231075406074524,0.5685791969299316
2015-04-09,27.329838874820418,27.337800232352862,26.968565226393707,27.270620346069336,32366000,0.023403624072670937,0.022620219737291336,0.06597651541233063,0.2905119061470032,0.59748774766922
2015-04-10,27.347750706496978,27.36168403020876,27.119342907818996,27.29649543762207,26104000,0.033109284937381744,0.03317410871386528,0.07127036899328232,0.29019391536712646,0.5722523331642151
2015-04-13,27.222351689574023,27.531870804832067,27.185029743181815,27.301471710205078,29326000,0.05566873028874397,0.03982342407107353,0.06156225875020027,0.24521362781524658,0.5977320075035095
2015-04-14,27.19846545039989,27.19846545039989,26.65954194093019,26.860580444335938,47206000,0.05225079134106636,0.035133976489305496,0.07249036431312561,0.2736625075340271,0.5664623975753784
2015-04-15,26.770014149799174,27.03026928337361,26.491843115168763,26.923280715942383,46962000,0.04194224998354912,0.036894913762807846,0.07775776833295822,0.283512145280838,0.5598929524421692
2015-04-16,26.78942084000078,27.13178388436651,26.776981456397728,27.04669189453125,31722000,0.07054086029529572,0.09204144030809402,0.129909485578537,0.27414265275001526,0.43336549401283264
2015-04-17,26.737668936681025,26.86157681811742,26.32414721593485,26.510255813598633,49234000,0.0441562682390213,0.03596656024456024,0.08126284927129745,0.26918455958366394,0.5694297552108765
2015-04-20,26.56051750874127,27.160151648915384,26.54061221567842,27.096952438354492,38508000,0.0803629457950592,0.06278995424509048,0.10785888880491257,0.25849542021751404,0.4904927909374237
2015-04-21,27.18552617695055,27.258178778865826,26.98150169490702,27.01683235168457,29128000,0.044372886419296265,0.033762842416763306,0.06401447206735611,0.24188895523548126,0.6159608364105225
2015-04-22,27.023800595897004,27.41891095446079,26.937214665209446,27.328344345092773,31806000,0.05172230303287506,0.06215555965900421,0.13530591130256653,0.35427361726760864,0.3965425491333008
2015-04-23,27.389551867531054,27.924992056924758,27.373129907222175,27.740373611450195,78184000,0.01899046078324318,0.018025973811745644,0.0456010140478611,0.23698671162128448,0.6803958415985107
2015-04-24,28.864499948100384,29.095893735413284,28.282282525908276,28.546520233154297,92168000,0.11435705423355103,0.1399349868297577,0.169187992811203,0.20311027765274048,0.3734096884727478
2015-04-27,28.50223452441801,28.63907914266462,27.98122496474795,28.171316146850586,48062000,0.014900114387273788,0.01892620511353016,0.061449114233255386,0.32039374113082886,0.5843307971954346
2015-04-28,28.08174178699678,28.256407585729242,27.914541896194876,28.084230422973633,37178000,0.06355089694261551,0.07369285076856613,0.11700371652841568,0.2958316206932068,0.4499208927154541
2015-04-29,27.892148526805943,28.157380938360884,27.81700918291425,27.93593978881836,33622000,0.01899046078324318,0.018025973811745644,0.0456010140478611,0.23698671162128448,0.6803958415985107
2015-04-30,27.795110399449005,27.92200425092481,27.205928239690785,27.307939529418945,47240000,0.048146802932024,0.03207765519618988,0.06771397590637207,0.2678311765193939,0.584230363368988
2015-05-01,27.39452758728399,27.42986014433985,27.063111884749812,27.4268741607666,36572000,0.046814270317554474,0.06283639371395111,0.09586086124181747,0.2833739221096039,0.5111145377159119
2015-05-04,27.41841460504617,27.702058377790433,27.239270769992288,27.510475158691406,35260000,0.009898821823298931,0.008995788171887398,0.033926550298929214,0.23718704283237457,0.7099917531013489
2015-05-05,27.37710931885538,27.499027799260734,26.98946299363541,27.022804260253906,28528000,0.11019790172576904,0.11640540510416031,0.16660942137241364,0.25589096546173096,0.3508962392807007
2015-05-06,27.00290111494223,27.067095017402284,26.485374911326176,26.626699447631836,39034000,0.023403624072670937,0.022620219737291336,0.06597651541233063,0.2905119061470032,0.59748774766922
2015-05-07,26.667503103007714,27.130290674447487,26.54558651861384,26.973041534423828,31844000,0.01782672293484211,0.020654911175370216,0.05905452370643616,0.279583603143692,0.622880220413208
2015-05-08,27.312919574528486,27.50848346960538,27.271119600060963,27.3169002532959,28226000,0.34724676609039307,0.16125328838825226,0.12023267149925232,0.1601220816373825,0.21114516258239746
2015-05-11,27.29400820268659,27.536848583336,27.150196932215003,27.15915298461914,21858000,0.37257686257362366,0.17434172332286835,0.0798216238617897,0.1325737088918686,0.24068613350391388
2015-05-12,27.011360351651575,27.018826260021466,26.62271929286661,26.808332443237305,35282000,0.03772513195872307,0.028377756476402283,0.07137665152549744,0.2829491198062897,0.5795713067054749
2015-05-13,26.894917988911445,27.062615234700797,26.820771440038516,26.84615135192871,24238000,0.04658320173621178,0.03667537495493889,0.09495599567890167,0.3175164461135864,0.5042689442634583
2015-05-14,27.06908294332043,27.35372328904799,26.995932992186955,27.32933807373047,31736000,0.03979302942752838,0.029888421297073364,0.06225574016571045,0.26030322909355164,0.6077595949172974
2015-05-15,27.38855846346637,27.399008457196775,26.99593482981566,27.19448471069336,33440000,0.050509944558143616,0.041465722024440765,0.08569592237472534,0.27249032258987427,0.549838125705719
2015-05-18,27.061617842051874,27.286542305791095,26.983490622190832,27.203439712524414,26706000,0.027938343584537506,0.02490699291229248,0.06233751028776169,0.2682054042816162,0.6166117191314697
2015-05-19,27.269625969202092,27.53834172092602,27.225836603989475,27.333322525024414,47126000,0.230174258351326,0.1173529326915741,0.10378182679414749,0.21849985420703888,0.33019116520881653
2015-05-20,27.414930964098783,27.671205431466316,27.12531522725151,27.49405288696289,30840000,0.13386961817741394,0.08151617646217346,0.08502551913261414,0.21400311589241028,0.48558560013771057
2015-05-21,27.37910173268026,27.747839375905357,27.334315776425097,27.70802879333496,34170000,0.04700763523578644,0.03280821070075035,0.0666934922337532,0.2605133652687073,0.5929772853851318
2015-05-22,27.591086358531037,27.77918812578546,27.54928638764627,27.594072341918945,24266000,0.19027167558670044,0.24822238087654114,0.28137364983558655,0.19785811007022858,0.08227425813674927
2015-05-26,27.497537037826792,27.534858987199435,27.01932405344371,27.229320526123047,37474000,0.010780874639749527,0.013160303235054016,0.04782560467720032,0.30553972721099854,0.6226935386657715
2015-05-27,27.303462541988,27.632389595385217,27.198962612456,27.580636978149414,34844000,0.0703970417380333,0.09028125554323196,0.11965956538915634,0.23708391189575195,0.48257818818092346
2015-05-28,27.557748114142544,27.655778731057346,27.40895957410926,27.5771541595459,23544000,0.1254950612783432,0.07860253006219864,0.08342505246400833,0.21741607785224915,0.4950612485408783
2015-05-29,27.5283872557761,27.565211854338155,27.122329569616472,27.136262893676758,43446000,0.19027167558670044,0.24822238087654114,0.28137364983558655,0.19785811007022858,0.08227425813674927
2015-06-01,27.305951829141996,27.397513131980475,27.049677372775,27.329837799072266,33210000,0.010420097038149834,0.011901750229299068,0.06193032115697861,0.35860976576805115,0.5571381449699402
2015-06-02,27.241259142449287,27.8065572371483,27.19746788351159,27.56570816040039,31842000,0.12474987655878067,0.10333409905433655,0.10945785790681839,0.23010540008544922,0.43235278129577637
2015-06-03,27.622935677586938,27.766748848465934,27.47613842137767,27.63239097595215,26710000,0.02077758125960827,0.022028224542737007,0.059637442231178284,0.27198678255081177,0.6255699992179871
2015-06-04,27.47763038835437,27.66573216866478,27.32535851291281,27.4532470703125,26866000,0.16561250388622284,0.0926482304930687,0.09128005057573318,0.23134379088878632,0.41911545395851135
2015-06-05,27.468675441344192,27.53485873583574,27.23877367799511,27.345762252807617,24396000,0.12315824627876282,0.1020289957523346,0.10449331253767014,0.23539197444915771,0.43492746353149414
2015-06-08,27.34974171975514,27.36268034919054,27.018326016136143,27.044700622558594,27336000,0.14120955765247345,0.1108684167265892,0.1251242309808731,0.2646457552909851,0.35815203189849854
2015-06-09,27.04171531232723,27.112378530156708,26.81430218953417,26.979015350341797,30016000,0.023050321266055107,0.017867429181933403,0.04812264069914818,0.23767812550067902,0.6732814311981201
2015-06-10,27.15517358841303,27.607013856805626,27.125814895529622,27.498531341552734,30316000,0.018151529133319855,0.021436193957924843,0.05329832434654236,0.253461629152298,0.6536523103713989
2015-06-11,27.59258066479455,27.60949997203479,27.3278456140786,27.371139526367188,25872000,0.06089036539196968,0.04281124845147133,0.06560812145471573,0.26074281334877014,0.5699474215507507
2015-06-12,27.227325281632748,27.311919916198185,27.15168669872066,27.243249893188477,25468000,0.07016100734472275,0.05049693584442139,0.10922736674547195,0.2849074900150299,0.4852072298526764
2015-06-15,27.007380824921984,27.07306677415767,26.832219559142324,27.020816802978516,27150000,0.08557845652103424,0.05136130377650261,0.07145218551158905,0.17430974543094635,0.6172983050346375
2015-06-16,27.094464574330054,27.2044372326442,26.94965670546712,27.11387062072754,32526000,0.33795276284217834,0.09294818341732025,0.059373222291469574,0.13842743635177612,0.3712983727455139
2015-06-17,27.141239518840212,27.287539428219436,26.96159834037656,27.19995880126953,24440000,0.05118472874164581,0.04490881785750389,0.07977843284606934,0.26882851123809814,0.5552995204925537
2015-06-18,27.26962531457906,27.729924273741336,27.26962531457906,27.676679611206055,41192000,0.336883008480072,0.2708054184913635,0.20911867916584015,0.1257297247648239,0.05746320262551308
2015-06-19,27.693599187553787,27.762768463900272,27.481613332198364,27.74336051940918,59290000,0.07016100734472275,0.05049693584442139,0.10922736674547195,0.2849074900150299,0.4852072298526764
2015-06-22,27.837411258497703,28.14593567999445,27.81252869528142,27.850845336914062,34752000,0.012543831020593643,0.015264242887496948,0.052736472338438034,0.3209865391254425,0.5984689593315125
2015-06-23,27.8563195111651,28.110604572572235,27.724947628160667,28.035463333129883,31396000,0.03127547726035118,0.02597547508776188,0.07213572412729263,0.2978326380252838,0.5727806687355042
2015-06-24,27.990179604391717,27.99814096133968,27.708027899261246,27.795608520507812,28924000,0.07016100734472275,0.05049693584442139,0.10922736674547195,0.2849074900150299,0.4852072298526764
2015-06-25,27.881698371393778,28.023022904170073,27.74037383861748,27.76475715637207,26684000,0.09942790120840073,0.1289554089307785,0.15695595741271973,0.21645569801330566,0.3982049822807312
2015-06-26,27.85233978728508,27.866770459319735,27.461210108334733,27.521421432495117,43676000,0.02947145700454712,0.03138318285346031,0.08172877877950668,0.28322717547416687,0.5741893649101257
2015-06-29,27.20742026636096,27.413933379799165,26.883468599048605,26.93372917175293,37756000,0.09016790241003036,0.10371968895196915,0.14643383026123047,0.2606578767299652,0.3990206718444824
2015-06-30,27.12481708528841,27.165125016021655,26.84863733383414,26.873519897460938,34510000,0.10515917837619781,0.1365593671798706,0.17238281667232513,0.24891158938407898,0.3369870185852051
2015-07-01,27.053659624648734,27.16064819887811,26.859587768668284,27.03574562072754,30760000,0.03841129317879677,0.039401404559612274,0.10017050057649612,0.34762436151504517,0.4743924140930176
2015-07-02,27.107399580949497,27.26962409562764,27.0491776489155,27.23678207397461,28124000,0.02065698616206646,0.020141512155532837,0.06353292614221573,0.28648510575294495,0.6091834902763367
2015-07-06,26.983494467529983,27.29849012942961,26.976030457221377,27.151193618774414,25614000,0.009898821823298931,0.008995788171887398,0.033926550298929214,0.23718704283237457,0.7099917531013489
2015-07-07,27.241261108830788,27.41891099671103,26.86406475288439,27.370641708374023,33578000,0.09932360053062439,0.1277897208929062,0.15312111377716064,0.19513264298439026,0.4246329069137573
2015-07-08,27.150199019474538,27.283560306878492,26.931244592191803,26.956125259399414,27662000,0.008584130555391312,0.00968846958130598,0.03253834322094917,0.23505331575870514,0.7141357064247131
2015-07-09,27.30197155921598,27.31341624767384,27.101430396926684,27.102922439575195,29766000,0.34284883737564087,0.09868937730789185,0.07993100583553314,0.18470066785812378,0.29383012652397156
2015-07-10,27.553765038394285,27.83143872049052,27.46867305213776,27.673194885253906,43436000,0.03378229960799217,0.036524344235658646,0.07484668493270874,0.2918258309364319,0.5630208849906921
2015-07-13,27.842386714923148,28.506212804532133,27.80207878473511,28.45047950744629,41792000,0.08602636307477951,0.05236033722758293,0.07328983396291733,0.17595653235912323,0.6123669147491455
2015-07-14,28.588322458091987,29.345203837795456,28.571900496831322,29.070018768310547,74832000,0.03772513195872307,0.028377756476402283,0.07137665152549744,0.2829491198062897,0.5795713067054749
2015-07-15,29.04812133942842,29.294443141959814,28.872460850985455,29.05906867980957,41466000,0.03538979962468147,0.03369853273034096,0.09124154597520828,0.323089599609375,0.5165805220603943
2015-07-16,29.334752513084457,30.081183865080128,29.25612793990252,29.945831298828125,112642000,0.020046690478920937,0.024896375834941864,0.0633920431137085,0.2999650537967682,0.5916998386383057
2015-07-17,33.838221106320034,34.982750691769915,33.738698445214034,34.814552307128906,257162000,0.03844243288040161,0.031647633761167526,0.05700241029262543,0.20836247503757477,0.6645450592041016
2015-07-20,34.28508655891703,34.7239862854627,33.92630155084864,34.47716522216797,102436000,0.023050321266055107,0.017867429181933403,0.04812264069914818,0.23767812550067902,0.6732814311981201
2015-07-21,34.08105845257196,35.11212822158671,34.044733100099094,34.60206985473633,75604000,0.05690577253699303,0.0462321937084198,0.07495403289794922,0.24354322254657745,0.5783647894859314
2015-07-22,34.535882410082856,35.49678814899117,34.416454469234026,34.58962631225586,83100000,0.07016100734472275,0.05049693584442139,0.10922736674547195,0.2849074900150299,0.4852072298526764
2015-07-23,34.42789945722426,34.637897807801416,33.419719065770764,33.57597351074219,76232000,0.023116087540984154,0.02715679071843624,0.060424864292144775,0.26839467883110046,0.6209076046943665
2015-07-24,33.6774938890592,33.728249919772345,32.50360549497774,32.582725524902344,82622000,0.06756685674190521,0.045959219336509705,0.07266093045473099,0.21201586723327637,0.6017971634864807
2015-07-27,32.423484265080674,33.194798189116966,32.42248956996989,32.756893157958984,58382000,0.018803762272000313,0.019931314513087273,0.05423695221543312,0.2795395255088806,0.6274884343147278
2015-07-28,32.93056117983332,33.04700504487811,32.515048193304445,32.8260612487793,34364000,0.07082989066839218,0.04992799833416939,0.06670012325048447,0.22326485812664032,0.5892772078514099
2015-07-29,32.955441420677246,33.00868798193428,32.486681854302454,32.91413879394531,36756000,0.336883008480072,0.2708054184913635,0.20911867916584015,0.1257297247648239,0.05746320262551308
2015-07-30,32.715591603096456,33.24356591417389,32.42945729443249,33.06989669799805,39606000,0.02252071723341942,0.02284177578985691,0.055660735815763474,0.2812381386756897,0.617738664150238
2015-07-31,33.07686603966456,33.09179406111684,32.70365031717076,32.71857833862305,34922000,0.024177266284823418,0.02438691072165966,0.06338030844926834,0.27117928862571716,0.6168762445449829
2015-08-03,32.72653318843614,33.17489007318254,32.72653318843614,33.07785415649414,31348000,0.04457572102546692,0.03426143527030945,0.07741416245698929,0.260947048664093,0.5828016400337219
2015-08-04,33.05894913477002,33.24108086199318,32.8683624983995,32.90667724609375,26188000,0.11940836906433105,0.09903288632631302,0.11265648156404495,0.2833020091056824,0.3856002390384674
2015-08-05,33.12910938142436,33.833740747052644,33.12065067668282,33.50431823730469,36448000,0.07417013496160507,0.051462817937135696,0.06925687938928604,0.23804879188537598,0.5670613050460815
2015-08-06,33.53915218523821,33.57696958179637,32.879304865029276,33.34806442260742,40660000,0.017880549654364586,0.017187291756272316,0.04404326155781746,0.2443944662809372,0.6764944195747375
2015-08-07,33.23012763167443,33.28088365628983,32.78674799709372,33.06143569946289,27544000,0.336883008480072,0.2708054184913635,0.20911867916584015,0.1257297247648239,0.05746320262551308
2015-08-10,33.19579566468501,33.42121941218479,32.85442918232779,32.999237060546875,34458000,0.06619633734226227,0.05709879845380783,0.08365650475025177,0.2288419008255005,0.5642064809799194
2015-08-11,34.812561922260244,35.03251102135897,34.05319196670167,34.35076904296875,109880000,0.07372266799211502,0.0928070917725563,0.12063430994749069,0.22383445501327515,0.4890015125274658
2015-08-12,34.55927144933116,34.63441268860277,33.86359994560989,34.408992767333984,58498000,0.5538296103477478,0.255292683839798,0.09538218379020691,0.04925653338432312,0.046238962560892105
2015-08-13,34.296029025403136,34.53638075306919,33.946701244301074,34.16217041015625,36354000,0.09127651154994965,0.05868672579526901,0.0769563764333725,0.24029546976089478,0.5327848792076111
2015-08-14,34.03925863193982,34.44830230022643,33.98253064081724,34.30448913574219,27598000,0.3549424409866333,0.10720187425613403,0.07195097953081131,0.15877437591552734,0.3071303367614746
2015-08-17,34.23831010512728,34.57171520938467,33.990494340986714,34.540367126464844,24680000,0.02835780382156372,0.023201869800686836,0.05848883092403412,0.2599679231643677,0.6299835443496704
2015-08-18,34.38908790809751,34.62246918934674,34.102953618926655,34.27264404296875,27710000,0.23889529705047607,0.07408235222101212,0.07004364579916,0.20524351298809052,0.4117351770401001
